Bus_no,From,To,Link,Bus_Name,Bus_Type,Bus_Dept,Bus_Arrival,Duration,Rating,Price,Seats
181,Bangalore,Kannur,https://www.redbus.in/bus-tickets/bangalore-to-kannur,AdNational travels and logistics,AC Sleeper,22:30:00,05:30:00,07h 00m,4,1190,13
182,Bangalore,Kannur,https://www.redbus.in/bus-tickets/bangalore-to-kannur,GOLDEN TRAVEL AGENCIES,AC Sleeper,22:00:00,05:25:00,07h 25m,4,1199,10
183,Bangalore,Kannur,https://www.redbus.in/bus-tickets/bangalore-to-kannur,GOLDEN TRAVEL AGENCIES,Non AC Sleeper,22:30:00,04:45:00,06h 15m,4,1099,6
184,Bangalore,Kannur,https://www.redbus.in/bus-tickets/bangalore-to-kannur,NS Transports,Non AC Sleeper,22:45:00,05:20:00,06h 35m,4,1199,1
185,Bangalore,Kannur,https://www.redbus.in/bus-tickets/bangalore-to-kannur,GOLDEN TRAVEL AGENCIES,AC Semi Sleeper,22:45:00,04:45:00,06h 00m,4,1299,2
186,Bangalore,Kannur,https://www.redbus.in/bus-tickets/bangalore-to-kannur,GOLDEN TRAVEL AGENCIES,AC Sleeper,21:30:00,05:15:00,07h 45m,4,1199,4
187,Bangalore,Kannur,https://www.redbus.in/bus-tickets/bangalore-to-kannur,Sugama Tourist,AC Sleeper,22:00:00,05:30:00,07h 30m,4,1200,7
188,Bangalore,Kannur,https://www.redbus.in/bus-tickets/bangalore-to-kannur,Blue Lagoon Holidays,AC Semi Sleeper,22:00:00,05:30:00,07h 30m,4,799,21
189,Bangalore,Kannur,https://www.redbus.in/bus-tickets/bangalore-to-kannur,EMERALD TRAVELS,AC Semi Sleeper,21:30:00,04:45:00,07h 15m,4,800,11
190,Bangalore,Kannur,https://www.redbus.in/bus-tickets/bangalore-to-kannur,P K Travels,Non AC Semi Sleeper,21:45:00,05:00:00,07h 15m,4,850,2
191,Bangalore,Kannur,https://www.redbus.in/bus-tickets/bangalore-to-kannur,National travels and logistics,Non AC Seater/Sleeper,22:40:00,05:45:00,07h 05m,4,899,5
192,Bangalore,Kannur,https://www.redbus.in/bus-tickets/bangalore-to-kannur,EMERALD TRAVELS,AC Semi Sleeper,21:30:00,04:45:00,07h 15m,4,800,10
193,Bangalore,Kannur,https://www.redbus.in/bus-tickets/bangalore-to-kannur,NS Transports,Non AC Semi Sleeper/Sleeper,22:00:00,06:00:00,08h 00m,4,949,4
194,Bangalore,Kannur,https://www.redbus.in/bus-tickets/bangalore-to-kannur,P K Travels,AC Sleeper,22:15:00,05:30:00,07h 15m,4,1350,10
195,Bangalore,Kannur,https://www.redbus.in/bus-tickets/bangalore-to-kannur,Kalpaka Travels,Non AC Seater/Sleeper,22:00:00,06:10:00,08h 10m,4,900,1
196,Bangalore,Kannur,https://www.redbus.in/bus-tickets/bangalore-to-kannur,Kalpaka Travels,Non AC Seater/Sleeper,22:00:00,05:00:00,07h 00m,4,1000,2
197,Bangalore,Kannur,https://www.redbus.in/bus-tickets/bangalore-to-kannur,Arya Travels,AC Sleeper,19:45:00,05:10:00,09h 25m,4,1249,2
198,Bangalore,Kannur,https://www.redbus.in/bus-tickets/bangalore-to-kannur,Ashoka Travel and Logistics,AC Semi Sleeper,22:30:00,05:45:00,07h 15m,4,1000,4
199,Bangalore,Kannur,https://www.redbus.in/bus-tickets/bangalore-to-kannur,DLT BUS,AC Sleeper,22:30:00,06:00:00,07h 30m,4,1299,12
200,Bangalore,Kannur,https://www.redbus.in/bus-tickets/bangalore-to-kannur,Rukma Travels,AC Seater/Sleeper,21:30:00,05:00:00,07h 30m,4,999,5
201,Bangalore,Kannur,https://www.redbus.in/bus-tickets/bangalore-to-kannur,Ashoka Travel and Logistics,Non AC Semi Sleeper,22:00:00,05:30:00,07h 30m,4,900,6
202,Bangalore,Kannur,https://www.redbus.in/bus-tickets/bangalore-to-kannur,Sam Tourist,AC Sleeper,22:35:00,06:05:00,07h 30m,4,1299,20
203,Kozhikode,Thiruvananthapuram,https://www.redbus.in/bus-tickets/kozhikode-to-thiruvananthapuram,KSRTC (Kerala) - 323,Non AC Seater,17:25:00,03:55:00,10h 30m,1.8,515,31
204,Kozhikode,Thiruvananthapuram,https://www.redbus.in/bus-tickets/kozhikode-to-thiruvananthapuram,KSRTC (Kerala) - 2390,AC Seater,17:30:00,03:45:00,10h 15m,1.8,723,5
205,Kozhikode,Thiruvananthapuram,https://www.redbus.in/bus-tickets/kozhikode-to-thiruvananthapuram,KSRTC (Kerala) - 556,Non AC Seater,18:00:00,02:55:00,08h 55m,1.8,586,18
206,Kozhikode,Thiruvananthapuram,https://www.redbus.in/bus-tickets/kozhikode-to-thiruvananthapuram,KSRTC (Kerala) - 1872,AC Seater,18:30:00,04:25:00,09h 55m,1.8,742,1
207,Kozhikode,Thiruvananthapuram,https://www.redbus.in/bus-tickets/kozhikode-to-thiruvananthapuram,KSRTC (Kerala) - 48,Non AC Seater,19:00:00,03:40:00,08h 40m,1.8,565,2
208,Kozhikode,Thiruvananthapuram,https://www.redbus.in/bus-tickets/kozhikode-to-thiruvananthapuram,KSRTC (Kerala) - 2984,Non AC Seater,19:20:00,06:10:00,10h 50m,1.8,502,36
209,Kozhikode,Thiruvananthapuram,https://www.redbus.in/bus-tickets/kozhikode-to-thiruvananthapuram,KSRTC (Kerala) - 46,Non AC Seater,20:25:00,05:05:00,08h 40m,1.8,586,4
210,Kozhikode,Thiruvananthapuram,https://www.redbus.in/bus-tickets/kozhikode-to-thiruvananthapuram,KSRTC (Kerala) - 2393,AC Seater,20:30:00,06:35:00,10h 05m,1.8,742,2
211,Kozhikode,Thiruvananthapuram,https://www.redbus.in/bus-tickets/kozhikode-to-thiruvananthapuram,KSRTC (Kerala) - 3090,Non AC Seater,20:55:00,04:55:00,08h 00m,1.8,586,6
212,Kozhikode,Thiruvananthapuram,https://www.redbus.in/bus-tickets/kozhikode-to-thiruvananthapuram,KSRTC (Kerala) - 827,Non AC Seater,21:00:00,08:35:00,11h 35m,1.8,515,32
213,Kozhikode,Thiruvananthapuram,https://www.redbus.in/bus-tickets/kozhikode-to-thiruvananthapuram,KSRTC (Kerala) - 531,Non AC Seater,21:15:00,05:05:00,07h 50m,1.8,586,8
214,Kozhikode,Thiruvananthapuram,https://www.redbus.in/bus-tickets/kozhikode-to-thiruvananthapuram,KSRTC (Kerala) - 2954,Non AC Seater,21:25:00,07:10:00,09h 45m,1.8,586,8
215,Kozhikode,Thiruvananthapuram,https://www.redbus.in/bus-tickets/kozhikode-to-thiruvananthapuram,KSRTC (Kerala) - 1789,Non AC Seater,21:40:00,08:25:00,10h 45m,1.8,515,49
216,Kozhikode,Thiruvananthapuram,https://www.redbus.in/bus-tickets/kozhikode-to-thiruvananthapuram,KSRTC (Kerala) - 44,Non AC Seater,21:50:00,06:45:00,08h 55m,1.8,565,1
217,Kozhikode,Thiruvananthapuram,https://www.redbus.in/bus-tickets/kozhikode-to-thiruvananthapuram,KSRTC (Kerala) - 1200,Non AC Seater,22:35:00,08:25:00,09h 50m,1.8,565,5
218,Kozhikode,Thiruvananthapuram,https://www.redbus.in/bus-tickets/kozhikode-to-thiruvananthapuram,KSRTC (Kerala) - 279,Non AC Seater,23:05:00,09:50:00,10h 45m,1.8,515,39
219,Kozhikode,Thiruvananthapuram,https://www.redbus.in/bus-tickets/kozhikode-to-thiruvananthapuram,KSRTC (Kerala) - 426,Non AC Seater,23:15:00,07:50:00,08h 35m,1.8,545,2
220,Kozhikode,Thiruvananthapuram,https://www.redbus.in/bus-tickets/kozhikode-to-thiruvananthapuram,KSRTC (Kerala) - 370,AC Seater,23:20:00,08:55:00,09h 35m,1.8,1417,29
221,Kozhikode,Thiruvananthapuram,https://www.redbus.in/bus-tickets/kozhikode-to-thiruvananthapuram,KSRTC (Kerala) - 505,Non AC Seater,23:59:00,07:20:00,07h 21m,1.8,565,3
222,Kozhikode,Thiruvananthapuram,https://www.redbus.in/bus-tickets/kozhikode-to-thiruvananthapuram,A1 Travels,AC Seater/Sleeper,20:05:00,05:30:00,09h 25m,1.8,740,14
223,Kozhikode,Thiruvananthapuram,https://www.redbus.in/bus-tickets/kozhikode-to-thiruvananthapuram,A1 Travels,Non AC Semi Sleeper,21:00:00,06:00:00,09h 00m,1.8,555,20
224,Kozhikode,Thiruvananthapuram,https://www.redbus.in/bus-tickets/kozhikode-to-thiruvananthapuram,Madhavi Travels,AC Semi Sleeper,23:30:00,07:30:00,08h 00m,1.8,999,26
225,Kozhikode,Thiruvananthapuram,https://www.redbus.in/bus-tickets/kozhikode-to-thiruvananthapuram,A1 Travels,AC Seater/Sleeper,22:30:00,06:00:00,07h 30m,1.8,740,12
226,Kozhikode,Thiruvananthapuram,https://www.redbus.in/bus-tickets/kozhikode-to-thiruvananthapuram,Madhavi Travels,AC Sleeper,22:20:00,07:00:00,08h 40m,1.8,999,6
227,Kozhikode,Thiruvananthapuram,https://www.redbus.in/bus-tickets/kozhikode-to-thiruvananthapuram,Galaxy Tours,AC Semi Sleeper,21:45:00,06:30:00,08h 45m,1.8,800,4
228,Kozhikode,Thiruvananthapuram,https://www.redbus.in/bus-tickets/kozhikode-to-thiruvananthapuram,Galaxy Tours,AC Seater/Sleeper,21:45:00,06:30:00,08h 45m,1.8,800,8
229,Kozhikode,Thiruvananthapuram,https://www.redbus.in/bus-tickets/kozhikode-to-thiruvananthapuram,A1 Travels,AC Sleeper,23:30:00,08:00:00,08h 30m,1.8,1100,15
230,Kozhikode,Thiruvananthapuram,https://www.redbus.in/bus-tickets/kozhikode-to-thiruvananthapuram,A1 Travels,AC Seater/Sleeper,22:15:00,05:45:00,07h 30m,1.8,740,14
231,Kozhikode,Thiruvananthapuram,https://www.redbus.in/bus-tickets/kozhikode-to-thiruvananthapuram,Kallada Travels (Suresh Kallada),AC Sleeper,22:45:00,06:40:00,07h 55m,1.8,1100,1
232,Kozhikode,Thiruvananthapuram,https://www.redbus.in/bus-tickets/kozhikode-to-thiruvananthapuram,Madhavi Travels,AC Semi Sleeper,23:30:00,07:30:00,08h 00m,1.8,899,16
233,Kozhikode,Thiruvananthapuram,https://www.redbus.in/bus-tickets/kozhikode-to-thiruvananthapuram,KP Travels,AC Seater,21:15:00,05:15:00,08h 00m,1.8,1599,1
234,Kalpetta,Bangalore,https://www.redbus.in/bus-tickets/kalpetta-to-bangalore,MMK Travels,AC Seater/Sleeper,23:45:00,06:00:00,06h 15m,4.6,700,14
235,Kalpetta,Bangalore,https://www.redbus.in/bus-tickets/kalpetta-to-bangalore,Kyros Connect,AC Semi Sleeper,14:15:00,21:45:00,07h 30m,4.6,799,25
236,Kalpetta,Bangalore,https://www.redbus.in/bus-tickets/kalpetta-to-bangalore,DLT BUS,AC Sleeper,23:45:00,06:30:00,06h 45m,4.6,999,12
237,Kalpetta,Bangalore,https://www.redbus.in/bus-tickets/kalpetta-to-bangalore,MMK Travels,AC Seater/Sleeper,23:45:00,06:00:00,06h 15m,4.6,700,14
238,Kalpetta,Bangalore,https://www.redbus.in/bus-tickets/kalpetta-to-bangalore,A1 Travels,Non AC Seater/Sleeper,23:10:00,06:30:00,07h 20m,4.6,550,4
239,Kalpetta,Bangalore,https://www.redbus.in/bus-tickets/kalpetta-to-bangalore,Kyros Connect,AC Semi Sleeper,14:17:00,21:45:00,07h 28m,4.6,799,26
240,Kalpetta,Bangalore,https://www.redbus.in/bus-tickets/kalpetta-to-bangalore,Suraj Holidays,AC Sleeper,23:58:00,07:15:00,07h 17m,4.6,800,19
241,Kalpetta,Bangalore,https://www.redbus.in/bus-tickets/kalpetta-to-bangalore,DLT BUS,AC Sleeper,23:59:00,06:30:00,06h 31m,4.6,999,12
242,Kalpetta,Bangalore,https://www.redbus.in/bus-tickets/kalpetta-to-bangalore,Kallada Travels (Suresh Kallada),AC Sleeper,23:30:00,07:15:00,07h 45m,4.6,900,27
243,Kalpetta,Bangalore,https://www.redbus.in/bus-tickets/kalpetta-to-bangalore,DA Transports,AC Sleeper,23:50:00,06:45:00,06h 55m,4.6,799,24
244,Kalpetta,Bangalore,https://www.redbus.in/bus-tickets/kalpetta-to-bangalore,SKS Tourist Corporation (REGD),Non AC Seater/Sleeper,23:15:00,05:45:00,06h 30m,4.6,699,14
245,Kalpetta,Bangalore,https://www.redbus.in/bus-tickets/kalpetta-to-bangalore,Bharathi Travels,AC Sleeper,17:20:00,23:45:00,06h 25m,4.6,800,26
246,Kalpetta,Bangalore,https://www.redbus.in/bus-tickets/kalpetta-to-bangalore,SKS Tourist Corporation (REGD),AC Sleeper,23:50:00,06:30:00,06h 40m,4.6,899,20
247,Kalpetta,Bangalore,https://www.redbus.in/bus-tickets/kalpetta-to-bangalore,DA Transports,AC Sleeper,00:00:00,07:45:00,07h 45m,4.6,799,12
248,Kalpetta,Bangalore,https://www.redbus.in/bus-tickets/kalpetta-to-bangalore,Suraj Holidays,AC Sleeper,23:59:00,07:15:00,07h 16m,4.6,800,20
249,Kalpetta,Bangalore,https://www.redbus.in/bus-tickets/kalpetta-to-bangalore,A1 Travels,AC Seater/Sleeper,22:30:00,05:30:00,07h 00m,4.6,600,18
250,Kalpetta,Bangalore,https://www.redbus.in/bus-tickets/kalpetta-to-bangalore,Bharathi Travels,AC Sleeper,17:00:00,23:45:00,06h 45m,4.6,800,26
251,Kalpetta,Bangalore,https://www.redbus.in/bus-tickets/kalpetta-to-bangalore,SKS Tourist Corporation (REGD),AC Sleeper,23:55:00,06:30:00,06h 35m,4.6,899,20
252,Kalpetta,Bangalore,https://www.redbus.in/bus-tickets/kalpetta-to-bangalore,PSK Travels,AC Sleeper,17:35:00,23:35:00,06h 00m,4.6,1690,12
253,Kalpetta,Bangalore,https://www.redbus.in/bus-tickets/kalpetta-to-bangalore,SKS Tourist Corporation (REGD),Non AC Seater/Sleeper,23:16:00,05:45:00,06h 29m,4.6,699,14
254,Kalpetta,Bangalore,https://www.redbus.in/bus-tickets/kalpetta-to-bangalore,FAST LINE BUS,AC Sleeper,23:15:00,06:15:00,07h 00m,4.6,2699,34
255,Kalpetta,Bangalore,https://www.redbus.in/bus-tickets/kalpetta-to-bangalore,SAAM BUS,AC Sleeper,23:06:00,06:00:00,06h 54m,4.6,800,7
256,Kalpetta,Bangalore,https://www.redbus.in/bus-tickets/kalpetta-to-bangalore,SAAM BUS,AC Sleeper,23:05:00,06:00:00,06h 55m,4.6,800,7
257,Kalpetta,Bangalore,https://www.redbus.in/bus-tickets/kalpetta-to-bangalore,DA Transports,AC Sleeper,23:55:00,06:45:00,06h 50m,4.6,799,21
258,Kalpetta,Bangalore,https://www.redbus.in/bus-tickets/kalpetta-to-bangalore,Kallada Travels (Suresh Kallada),AC Sleeper,15:50:00,23:10:00,07h 20m,4.6,1300,26
259,Kalpetta,Bangalore,https://www.redbus.in/bus-tickets/kalpetta-to-bangalore,Kallada Travels (Suresh Kallada),AC Sleeper,15:50:00,23:10:00,07h 20m,4.6,1300,27
260,Kalpetta,Bangalore,https://www.redbus.in/bus-tickets/kalpetta-to-bangalore,A1 Travels,AC Seater/Sleeper,23:45:00,06:30:00,06h 45m,4.6,700,20
261,Kalpetta,Bangalore,https://www.redbus.in/bus-tickets/kalpetta-to-bangalore,Orange Tours And Travels,AC Sleeper,16:30:00,23:30:00,07h 00m,4.6,1400,27
262,Kalpetta,Bangalore,https://www.redbus.in/bus-tickets/kalpetta-to-bangalore,PSK Travels,AC Sleeper,17:05:00,23:35:00,06h 30m,4.6,1690,12
263,Kalpetta,Bangalore,https://www.redbus.in/bus-tickets/kalpetta-to-bangalore,P K Travels,AC Seater/Sleeper,23:50:00,06:45:00,06h 55m,4.6,800,29
264,Kalpetta,Bangalore,https://www.redbus.in/bus-tickets/kalpetta-to-bangalore,DA Transports,AC Sleeper,00:00:00,07:45:00,07h 45m,4.6,799,12
265,Kozhikode,Kottayam,https://www.redbus.in/bus-tickets/kozhikode-to-kottayam,KSRTC (Kerala) - 758,Non AC Seater,15:45:00,22:45:00,07h 00m,2.4,332,37
266,Kozhikode,Kottayam,https://www.redbus.in/bus-tickets/kozhikode-to-kottayam,KSRTC (Kerala) - 726,Non AC Seater,17:00:00,00:05:00,07h 05m,2.4,332,40
267,Kozhikode,Kottayam,https://www.redbus.in/bus-tickets/kozhikode-to-kottayam,KSRTC (Kerala) - 2390,AC Seater,17:30:00,00:25:00,06h 55m,2.4,475,5
268,Kozhikode,Kottayam,https://www.redbus.in/bus-tickets/kozhikode-to-kottayam,KSRTC (Kerala) - 48,Non AC Seater,19:00:00,00:40:00,05h 40m,2.4,381,3
269,Kozhikode,Kottayam,https://www.redbus.in/bus-tickets/kozhikode-to-kottayam,KSRTC (Kerala) - 2984,Non AC Seater,19:20:00,02:20:00,07h 00m,2.4,332,39
270,Kozhikode,Kottayam,https://www.redbus.in/bus-tickets/kozhikode-to-kottayam,KSRTC (Kerala) - 1506,Non AC Seater,20:30:00,04:00:00,07h 30m,2.4,332,46
271,Kozhikode,Kottayam,https://www.redbus.in/bus-tickets/kozhikode-to-kottayam,KSRTC (Kerala) - 567,Non AC Seater,20:45:00,04:05:00,07h 20m,2.4,463,32
272,Kozhikode,Kottayam,https://www.redbus.in/bus-tickets/kozhikode-to-kottayam,KSRTC (Kerala) - 3294,Non AC Seater,21:00:00,04:00:00,07h 00m,2.4,332,40
273,Kozhikode,Kottayam,https://www.redbus.in/bus-tickets/kozhikode-to-kottayam,KSRTC (Kerala) - 1210,AC Seater/Sleeper,21:05:00,02:50:00,05h 45m,2.4,494,19
274,Kozhikode,Kottayam,https://www.redbus.in/bus-tickets/kozhikode-to-kottayam,KSRTC (Kerala) - 1378,AC Seater,21:25:00,03:55:00,06h 30m,2.4,924,34
275,Kozhikode,Kottayam,https://www.redbus.in/bus-tickets/kozhikode-to-kottayam,KSRTC (Kerala) - 344,Non AC Seater,21:45:00,04:25:00,06h 40m,2.4,332,35
276,Kozhikode,Kottayam,https://www.redbus.in/bus-tickets/kozhikode-to-kottayam,KSRTC (Kerala) - 44,Non AC Seater,21:50:00,03:45:00,05h 55m,2.4,381,6
277,Kozhikode,Kottayam,https://www.redbus.in/bus-tickets/kozhikode-to-kottayam,KSRTC (Kerala) - 560,Non AC Seater,22:10:00,04:30:00,06h 20m,2.4,381,26
278,Kozhikode,Kottayam,https://www.redbus.in/bus-tickets/kozhikode-to-kottayam,KSRTC (Kerala) - 1200,Non AC Seater,22:35:00,05:00:00,06h 25m,2.4,381,9
279,Kozhikode,Kottayam,https://www.redbus.in/bus-tickets/kozhikode-to-kottayam,KSRTC (Kerala) - 1704,Non AC Seater,22:40:00,05:41:00,07h 01m,2.4,341,23
280,Kozhikode,Kottayam,https://www.redbus.in/bus-tickets/kozhikode-to-kottayam,KSRTC (Kerala) - 582,Non AC Seater,22:40:00,05:15:00,06h 35m,2.4,370,26
281,Kozhikode,Kottayam,https://www.redbus.in/bus-tickets/kozhikode-to-kottayam,KSRTC (Kerala) - 128,Non AC Seater,22:55:00,04:10:00,05h 15m,2.4,494,33
282,Kozhikode,Kottayam,https://www.redbus.in/bus-tickets/kozhikode-to-kottayam,KSRTC (Kerala) - 2784,Non AC Seater,23:20:00,06:30:00,07h 10m,2.4,386,30
283,Kozhikode,Kottayam,https://www.redbus.in/bus-tickets/kozhikode-to-kottayam,KSRTC (Kerala) - 673,Non AC Seater,23:25:00,05:55:00,06h 30m,2.4,332,39
284,Kozhikode,Kottayam,https://www.redbus.in/bus-tickets/kozhikode-to-kottayam,KSRTC (Kerala) - 1963,Non AC Seater,23:45:00,06:00:00,06h 15m,2.4,332,48
285,Kozhikode,Kottayam,https://www.redbus.in/bus-tickets/kozhikode-to-kottayam,KSRTC (Kerala) - 505,Non AC Seater,23:59:00,04:45:00,04h 46m,2.4,381,17
286,Kozhikode,Kottayam,https://www.redbus.in/bus-tickets/kozhikode-to-kottayam,Sonia Travels,AC Seater/Sleeper,23:30:00,06:38:00,07h 08m,2.4,750,6
287,Kozhikode,Kottayam,https://www.redbus.in/bus-tickets/kozhikode-to-kottayam,Sonia Travels,AC Semi Sleeper,23:45:00,06:25:00,06h 40m,2.4,750,4
288,Kozhikode,Kottayam,https://www.redbus.in/bus-tickets/kozhikode-to-kottayam,Cochin Bus,AC Sleeper,23:59:00,07:00:00,07h 01m,2.4,900,15
289,Kozhikode,Kottayam,https://www.redbus.in/bus-tickets/kozhikode-to-kottayam,Madhavi Travels,AC Semi Sleeper,23:30:00,04:50:00,05h 20m,2.4,999,37
290,Kozhikode,Kottayam,https://www.redbus.in/bus-tickets/kozhikode-to-kottayam,Madhavi Travels,AC Sleeper,23:40:00,06:40:00,07h 00m,2.4,999,11
291,Kozhikode,Kottayam,https://www.redbus.in/bus-tickets/kozhikode-to-kottayam,A1 Travels,AC Seater/Sleeper,20:05:00,03:00:00,06h 55m,2.4,800,25
292,Kozhikode,Kottayam,https://www.redbus.in/bus-tickets/kozhikode-to-kottayam,KP Travels,AC Seater,21:15:00,03:00:00,05h 45m,2.4,1599,1
293,Kannur,Bangalore,https://www.redbus.in/bus-tickets/kannur-to-bangalore,KSRTC (Kerala) - 100,Non AC Seater,19:00:00,03:05:00,08h 05m,3.7,548,19
294,Kannur,Bangalore,https://www.redbus.in/bus-tickets/kannur-to-bangalore,KSRTC (Kerala) - 1766,Non AC Seater,20:15:00,04:25:00,08h 10m,3.7,568,30
295,Kannur,Bangalore,https://www.redbus.in/bus-tickets/kannur-to-bangalore,KSRTC (Kerala) - 99,Non AC Seater,21:30:00,05:45:00,08h 15m,3.7,579,12
296,Kannur,Bangalore,https://www.redbus.in/bus-tickets/kannur-to-bangalore,KSRTC (Kerala) - 133,Non AC Seater,21:30:00,05:20:00,07h 50m,3.7,568,21
297,Kannur,Bangalore,https://www.redbus.in/bus-tickets/kannur-to-bangalore,MMK Travels,AC Seater/Sleeper,21:30:00,06:00:00,08h 30m,3.7,700,19
298,Kannur,Bangalore,https://www.redbus.in/bus-tickets/kannur-to-bangalore,Sugama Tourist,AC Sleeper,22:00:00,05:30:00,07h 30m,3.7,800,10
299,Kannur,Bangalore,https://www.redbus.in/bus-tickets/kannur-to-bangalore,NS Transports,Non AC Semi Sleeper/Sleeper,20:30:00,05:20:00,08h 50m,3.7,699,14
300,Kannur,Bangalore,https://www.redbus.in/bus-tickets/kannur-to-bangalore,Ashoka Travel and Logistics,AC Sleeper,21:15:00,05:30:00,08h 15m,3.7,1000,10
301,Kannur,Bangalore,https://www.redbus.in/bus-tickets/kannur-to-bangalore,Golden Travels,AC Sleeper,21:45:00,05:10:00,07h 25m,3.7,849,17
302,Kannur,Bangalore,https://www.redbus.in/bus-tickets/kannur-to-bangalore,NS Transports,AC Sleeper,21:15:00,05:30:00,08h 15m,3.7,949,9
303,Kannur,Bangalore,https://www.redbus.in/bus-tickets/kannur-to-bangalore,NS Transports,Non AC Sleeper,21:45:00,05:45:00,08h 00m,3.7,749,5
304,Kannur,Bangalore,https://www.redbus.in/bus-tickets/kannur-to-bangalore,Golden Travels,AC Semi Sleeper,21:45:00,04:50:00,07h 05m,3.7,899,18
305,Kannur,Bangalore,https://www.redbus.in/bus-tickets/kannur-to-bangalore,Ashoka Travel and Logistics,AC Semi Sleeper,21:00:00,05:15:00,08h 15m,3.7,900,34
306,Kannur,Bangalore,https://www.redbus.in/bus-tickets/kannur-to-bangalore,National travels and logistics,Non AC Seater/Sleeper,21:15:00,05:30:00,08h 15m,3.7,499,15
307,Kannur,Bangalore,https://www.redbus.in/bus-tickets/kannur-to-bangalore,Arya Travels,AC Sleeper,21:20:00,05:30:00,08h 10m,3.7,895,15
308,Kannur,Bangalore,https://www.redbus.in/bus-tickets/kannur-to-bangalore,P K Travels,AC Sleeper,21:00:00,05:00:00,08h 00m,3.7,999,19
309,Kannur,Bangalore,https://www.redbus.in/bus-tickets/kannur-to-bangalore,Golden Travels,Non AC Sleeper,21:30:00,05:00:00,07h 30m,3.7,749,6
310,Kannur,Bangalore,https://www.redbus.in/bus-tickets/kannur-to-bangalore,Ashoka Travel and Logistics,Non AC Semi Sleeper,21:30:00,05:00:00,07h 30m,3.7,800,30
311,Kannur,Bangalore,https://www.redbus.in/bus-tickets/kannur-to-bangalore,Golden Travels,AC Sleeper,21:15:00,05:00:00,07h 45m,3.7,899,7
312,Kannur,Bangalore,https://www.redbus.in/bus-tickets/kannur-to-bangalore,P K Travels,Non AC Semi Sleeper,20:30:00,06:30:00,10h 00m,3.7,750,21
313,Kannur,Bangalore,https://www.redbus.in/bus-tickets/kannur-to-bangalore,National travels and logistics,AC Sleeper,21:45:00,05:45:00,08h 00m,3.7,899,2
314,Kannur,Bangalore,https://www.redbus.in/bus-tickets/kannur-to-bangalore,Kalpaka Travels,AC Sleeper,21:45:00,05:00:00,07h 15m,3.7,1100,11
315,Kannur,Bangalore,https://www.redbus.in/bus-tickets/kannur-to-bangalore,Kalpaka Travels,Non AC Seater/Sleeper,21:15:00,05:00:00,07h 45m,3.7,800,24
316,Kannur,Bangalore,https://www.redbus.in/bus-tickets/kannur-to-bangalore,Kalpaka Travels,Non AC Seater/Sleeper,21:00:00,05:00:00,08h 00m,3.7,800,33
317,Kannur,Bangalore,https://www.redbus.in/bus-tickets/kannur-to-bangalore,Kalpaka Travels,Non AC Semi Sleeper,20:45:00,05:00:00,08h 15m,3.7,800,9
318,Kannur,Bangalore,https://www.redbus.in/bus-tickets/kannur-to-bangalore,Kalpaka Travels,Non AC Seater/Sleeper,21:30:00,05:00:00,07h 30m,3.7,800,22
319,Kannur,Bangalore,https://www.redbus.in/bus-tickets/kannur-to-bangalore,Golden Travels,Non AC Semi Sleeper,21:15:00,05:00:00,07h 45m,3.7,799,11
320,Thrissur,Kozhikode,https://www.redbus.in/bus-tickets/thrissur-to-kozhikode,Surya Connect,Non AC Seater,23:40:00,02:45:00,03h 05m,4.4,450,22
321,Thrissur,Kozhikode,https://www.redbus.in/bus-tickets/thrissur-to-kozhikode,Sheraton Tours and Travels,AC Seater/Sleeper,22:27:00,01:45:00,03h 18m,4.4,580,14
322,Thrissur,Kozhikode,https://www.redbus.in/bus-tickets/thrissur-to-kozhikode,Ubc travels,AC Semi Sleeper,22:30:00,01:00:00,02h 30m,4.4,700,12
323,Thrissur,Kozhikode,https://www.redbus.in/bus-tickets/thrissur-to-kozhikode,Kallada Travels (Suresh Kallada),AC Sleeper,22:31:00,01:25:00,02h 54m,4.4,1100,20
324,Thrissur,Kozhikode,https://www.redbus.in/bus-tickets/thrissur-to-kozhikode,PSK Travels,AC Seater/Sleeper,23:00:00,02:00:00,03h 00m,3,1190,28
325,Thrissur,Kozhikode,https://www.redbus.in/bus-tickets/thrissur-to-kozhikode,Adrin Travels,AC Seater/Sleeper,23:05:00,02:00:00,02h 55m,3,1000,11
326,Thrissur,Kozhikode,https://www.redbus.in/bus-tickets/thrissur-to-kozhikode,Blue Bird Travels,AC Seater,23:15:00,02:50:00,03h 35m,3,699,10
327,Thrissur,Kozhikode,https://www.redbus.in/bus-tickets/thrissur-to-kozhikode,Madhavi Travels,AC Semi Sleeper,23:20:00,02:15:00,02h 55m,3,699,22
328,Thrissur,Kozhikode,https://www.redbus.in/bus-tickets/thrissur-to-kozhikode,Sona Travels,AC Sleeper,23:20:00,02:45:00,03h 25m,3,799,19
329,Thrissur,Kozhikode,https://www.redbus.in/bus-tickets/thrissur-to-kozhikode,Madhavi Travels,AC Semi Sleeper,23:20:00,03:35:00,04h 15m,3,749,23
330,Thrissur,Kozhikode,https://www.redbus.in/bus-tickets/thrissur-to-kozhikode,UFO Bus,AC Sleeper,23:35:00,02:45:00,03h 10m,3,924,23
331,Thrissur,Kozhikode,https://www.redbus.in/bus-tickets/thrissur-to-kozhikode,Ubc travels,AC Seater/Sleeper,23:20:00,03:00:00,03h 40m,3,900,45
